M, N, B, ALGO_NAME, RESULT, RUNNING_TIME
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 7.000000, 1.446547
5, 10, 7.000000, TABU, 1.000000, 0.141000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 5.000000, 1.426928
5, 10, 7.000000, TABU, 1.000000, 0.141000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 7.000000, 1.701667
5, 10, 7.000000, TABU, 1.000000, 0.140000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 2.000000, 41.514136
5, 12, 3.000000, TABU, 1.000000, 0.125000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 7.000000, 45.605998
5, 12, 3.000000, TABU, 1.000000, 0.156000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 4.000000, 43.149700
5, 12, 3.000000, TABU, 1.000000, 0.156000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 5.000000, 44.331292
5, 12, 3.000000, TABU, 1.000000, 0.141000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 1.000000, 44.203779
5, 12, 3.000000, TABU, 1.000000, 0.157000
5, 12, 3.000000, TABU-RAND, 3.000000, 0.000000
5, 12, 3.000000, PDP, 9.000000, 44.302002
5, 12, 3.000000, TABU, 1.000000, 0.204000
5, 12, 3.000000, TABU-RAND, 1.222222, 0.000000
5, 12, 3.000000, PDP, 10.000000, 42.563911
5, 12, 3.000000, TABU, 1.000000, 0.156000
5, 12, 3.000000, TABU-RAND, 1.100000, 0.000000
5, 12, 3.000000, PDP, 5.000000, 43.513803
5, 12, 3.000000, TABU, 1.000000, 0.156000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 14.000000, 42.726054
5, 12, 3.000000, TABU, 1.000000, 0.187000
5, 12, 3.000000, TABU-RAND, 1.071429, 0.000000
5, 12, 3.000000, PDP, 12.000000, 42.964908
5, 12, 3.000000, TABU, 1.000000, 0.141000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 9.000000, 44.554296
5, 12, 5.000000, TABU, 1.000000, 0.157000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 8.000000, 42.848596
5, 12, 5.000000, TABU, 1.000000, 0.063000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 6.000000, 43.335380
5, 12, 5.000000, TABU, 1.000000, 0.156000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 2.000000, 42.176126
5, 12, 5.000000, TABU, 1.000000, 0.156000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 8.000000, 43.520359
5, 12, 5.000000, TABU, 1.000000, 0.203000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 8.000000, 43.237387
5, 12, 5.000000, TABU, 1.000000, 0.140000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 4.000000, 43.953653
5, 12, 5.000000, TABU, 1.000000, 0.140000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 8.000000, 43.360186
5, 12, 5.000000, TABU, 1.000000, 0.110000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 15.000000, 43.868834
5, 12, 5.000000, TABU, 1.000000, 0.219000
5, 12, 5.000000, TABU-RAND, 1.066667, 0.000000
5, 12, 5.000000, PDP, 1.000000, 42.917417
5, 12, 5.000000, TABU, 1.000000, 0.141000
5, 12, 5.000000, TABU-RAND, 2.000000, 0.000000
5, 12, 7.000000, PDP, 11.000000, 44.310121
5, 12, 7.000000, TABU, 1.000000, 0.125000
5, 12, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 7.000000, PDP, 10.000000, 43.409994
5, 12, 7.000000, TABU, 1.100000, 0.140000
5, 12, 7.000000, TABU-RAND, 1.100000, 0.000000
5, 12, 7.000000, PDP, 7.000000, 44.413201
5, 12, 7.000000, TABU, 1.142857, 0.062000
5, 12, 7.000000, TABU-RAND, 1.000000, 0.000000
